uid, gini, variation, num_ratings, rating_avg, rating_std, phi, avg_phi, entropy, entropy_of_consumed_sum, entropy_of_consumed_avg, proportion_long_tailors
1, 0.19101, 0.34935, 272.00000, 3.61029, 1.26358, 0.41834, 0.00154, 1.50104, 359.30163, 1.32096, 0.57353
2, 0.14264, 0.27553, 62.00000, 3.70968, 1.03047, 0.12485, 0.00201, 1.28775, 80.42470, 1.29717, 0.45161
3, 0.24050, 0.43189, 54.00000, 2.79630, 1.21903, 0.08255, 0.00153, 1.54189, 75.71248, 1.40208, 0.46296
4, 0.10337, 0.20712, 24.00000, 4.33333, 0.91683, 0.05138, 0.00214, 1.07226, 33.06448, 1.37769, 0.45833
5, 0.26527, 0.47284, 175.00000, 2.87429, 1.36296, 0.24291, 0.00139, 1.55893, 229.80108, 1.31315, 0.54286
6, 0.15283, 0.28527, 211.00000, 3.63507, 1.03946, 0.36368, 0.00172, 1.37968, 267.00213, 1.26541, 0.55924
7, 0.14228, 0.26812, 403.00000, 3.96526, 1.06448, 0.53006, 0.00132, 1.32146, 521.20157, 1.29330, 0.57568
8, 0.17237, 0.32451, 59.00000, 3.79661, 1.24263, 0.13085, 0.00222, 1.42504, 77.62688, 1.31571, 0.55932
9, 0.09768, 0.21383, 22.00000, 4.27273, 0.93513, 0.04432, 0.00201, 0.99778, 29.15546, 1.32525, 0.36364
10, 0.06817, 0.13816, 184.00000, 4.20652, 0.58278, 0.29772, 0.00162, 0.86878, 231.58695, 1.25862, 0.54891
11, 0.14462, 0.26887, 181.00000, 3.46409, 0.93398, 0.27869, 0.00154, 1.32753, 241.22886, 1.33276, 0.59669
12, 0.08211, 0.17508, 51.00000, 4.39216, 0.77662, 0.12028, 0.00236, 0.95258, 65.74120, 1.28904, 0.64706
13, 0.25748, 0.45692, 636.00000, 3.09748, 1.41641, 0.70635, 0.00111, 1.59078, 820.78008, 1.29053, 0.55031
14, 0.12965, 0.25197, 98.00000, 4.09184, 1.03632, 0.20404, 0.00208, 1.27273, 125.78585, 1.28353, 0.59184
15, 0.26109, 0.46438, 104.00000, 2.87500, 1.34155, 0.18327, 0.00176, 1.56830, 140.18762, 1.34796, 0.48077
16, 0.11207, 0.23984, 140.00000, 4.32857, 1.04188, 0.27110, 0.00194, 1.10515, 180.19011, 1.28707, 0.55000
17, 0.19958, 0.36811, 28.00000, 3.03571, 1.13797, 0.07537, 0.00269, 1.39996, 38.20250, 1.36437, 0.42857
18, 0.11886, 0.21844, 277.00000, 3.88087, 0.84927, 0.40379, 0.00146, 1.17471, 353.33878, 1.27559, 0.51625
19, 0.12042, 0.22667, 20.00000, 3.55000, 0.82558, 0.04881, 0.00244, 1.18728, 26.93547, 1.34677, 0.55000
20, 0.20176, 0.36754, 48.00000, 3.10417, 1.15297, 0.12188, 0.00254, 1.47747, 63.49378, 1.32279, 0.45833
21, 0.27732, 0.49563, 179.00000, 2.67039, 1.32723, 0.19851, 0.00111, 1.57103, 236.43342, 1.32086, 0.50838
22, 0.24160, 0.44379, 128.00000, 3.35156, 1.49324, 0.21279, 0.00166, 1.44017, 169.76303, 1.32627, 0.53125
23, 0.14010, 0.26195, 151.00000, 3.63576, 0.95557, 0.28452, 0.00188, 1.33283, 198.32444, 1.31341, 0.52318
24, 0.09674, 0.18791, 68.00000, 4.32353, 0.81847, 0.16113, 0.00237, 1.06113, 89.01327, 1.30902, 0.57353
25, 0.07327, 0.15256, 78.00000, 4.05128, 0.62205, 0.16450, 0.00211, 0.92196, 97.20052, 1.24616, 0.55128
26, 0.15030, 0.28939, 107.00000, 2.94393, 0.85596, 0.22031, 0.00206, 1.24224, 146.08396, 1.36527, 0.44860
27, 0.14321, 0.26593, 25.00000, 3.24000, 0.87939, 0.05321, 0.00213, 1.24161, 34.12963, 1.36519, 0.60000
28, 0.13829, 0.25630, 79.00000, 3.72152, 0.95992, 0.16298, 0.00206, 1.33021, 104.63817, 1.32453, 0.54430
29, 0.12287, 0.23869, 34.00000, 3.64706, 0.88360, 0.06606, 0.00194, 1.16497, 44.89265, 1.32037, 0.52941
30, 0.13896, 0.26131, 43.00000, 3.76744, 0.99612, 0.09452, 0.00220, 1.33584, 57.63457, 1.34034, 0.55814
31, 0.13061, 0.24352, 36.00000, 3.91667, 0.96732, 0.04811, 0.00134, 1.26982, 46.69052, 1.29696, 0.44444
32, 0.14455, 0.26996, 41.00000, 3.31707, 0.90662, 0.10340, 0.00252, 1.29824, 55.58737, 1.35579, 0.41463
33, 0.07069, 0.14520, 24.00000, 3.70833, 0.55003, 0.05004, 0.00208, 0.79238, 33.96069, 1.41503, 0.50000
34, 0.16235, 0.33561, 20.00000, 4.05000, 1.39454, 0.03242, 0.00162, 1.13590, 28.80801, 1.44040, 0.45000
35, 0.17067, 0.31269, 25.00000, 3.00000, 0.95743, 0.04029, 0.00161, 1.33817, 35.87871, 1.43515, 0.56000
36, 0.17763, 0.32868, 20.00000, 3.80000, 1.28145, 0.02939, 0.00147, 1.43201, 28.45207, 1.42260, 0.40000
37, 0.14541, 0.26914, 57.00000, 3.64912, 0.99087, 0.12479, 0.00219, 1.35501, 76.37922, 1.33999, 0.54386
38, 0.22174, 0.42791, 121.00000, 3.71901, 1.59804, 0.17369, 0.00144, 1.27892, 163.73858, 1.35321, 0.54545
39, 0.12979, 0.23885, 22.00000, 3.77273, 0.92231, 0.04962, 0.00226, 1.27472, 29.55956, 1.34362, 0.50000
40, 0.17992, 0.32898, 35.00000, 2.88571, 0.96319, 0.06448, 0.00184, 1.29059, 48.33071, 1.38088, 0.45714
41, 0.10989, 0.21209, 52.00000, 3.76923, 0.80721, 0.12951, 0.00249, 1.15699, 65.93506, 1.26798, 0.55769
42, 0.15393, 0.28493, 183.00000, 3.72678, 1.06477, 0.31781, 0.00174, 1.40176, 240.18348, 1.31248, 0.54098
43, 0.14444, 0.27343, 221.00000, 3.71041, 1.01683, 0.39249, 0.00178, 1.35371, 292.18541, 1.32211, 0.53394
44, 0.14382, 0.27350, 151.00000, 3.64901, 1.00132, 0.30841, 0.00204, 1.33409, 199.39681, 1.32051, 0.54967
45, 0.13716, 0.25163, 48.00000, 3.60417, 0.91651, 0.09914, 0.00207, 1.28888, 66.37724, 1.38286, 0.50000
46, 0.11745, 0.22287, 27.00000, 4.11111, 0.93370, 0.07332, 0.00272, 1.20939, 36.46577, 1.35058, 0.33333
47, 0.13187, 0.24424, 25.00000, 3.64000, 0.90738, 0.04925, 0.00197, 1.26531, 35.10508, 1.40420, 0.40000
48, 0.14800, 0.27388, 66.00000, 3.78788, 1.04536, 0.13123, 0.00199, 1.37664, 82.65515, 1.25235, 0.54545
49, 0.26047, 0.46616, 215.00000, 2.68372, 1.25395, 0.29886, 0.00139, 1.55705, 290.26514, 1.35007, 0.50698
50, 0.21127, 0.38213, 24.00000, 3.54167, 1.38247, 0.04665, 0.00194, 1.50658, 33.29265, 1.38719, 0.41667
51, 0.17815, 0.32904, 23.00000, 3.56522, 1.19947, 0.05394, 0.00235, 1.41711, 28.21504, 1.22674, 0.56522
52, 0.08645, 0.16856, 56.00000, 4.26786, 0.72591, 0.11947, 0.00213, 1.03290, 73.94692, 1.32048, 0.50000
53, 0.12250, 0.23252, 28.00000, 3.82143, 0.90487, 0.07941, 0.00284, 1.22362, 36.81318, 1.31476, 0.57143
54, 0.16513, 0.30760, 65.00000, 3.69231, 1.14459, 0.14439, 0.00222, 1.43167, 89.02367, 1.36959, 0.50769
55, 0.24707, 0.44197, 21.00000, 3.28571, 1.48805, 0.06236, 0.00297, 1.55527, 27.64300, 1.31633, 0.42857
56, 0.13645, 0.25637, 187.00000, 3.64171, 0.93612, 0.32910, 0.00176, 1.31457, 249.34506, 1.33340, 0.52406
57, 0.15819, 0.29172, 106.00000, 3.50000, 1.02586, 0.20544, 0.00194, 1.38801, 143.99462, 1.35844, 0.41509
58, 0.16966, 0.32048, 154.00000, 3.83766, 1.23389, 0.27366, 0.00178, 1.40549, 197.37175, 1.28163, 0.47403
59, 0.14177, 0.26945, 382.00000, 3.93455, 1.06157, 0.54957, 0.00144, 1.33920, 502.31249, 1.31495, 0.52618
60, 0.07576, 0.15406, 208.00000, 4.08654, 0.63109, 0.32431, 0.00156, 0.94402, 258.91514, 1.24478, 0.52885
61, 0.22888, 0.41121, 21.00000, 2.95238, 1.24403, 0.04751, 0.00226, 1.52567, 29.70265, 1.41441, 0.33333
62, 0.18485, 0.33679, 232.00000, 3.30172, 1.11441, 0.39948, 0.00172, 1.47173, 308.08677, 1.32796, 0.47845
63, 0.16900, 0.31495, 93.00000, 3.11828, 0.98741, 0.17352, 0.00187, 1.37644, 126.51138, 1.36034, 0.47312
64, 0.14673, 0.27793, 200.00000, 3.58500, 0.99888, 0.38482, 0.00192, 1.34931, 261.98195, 1.30991, 0.54000
65, 0.11504, 0.22481, 80.00000, 3.93750, 0.89079, 0.17474, 0.00218, 1.20768, 103.05189, 1.28815, 0.50000
66, 0.15271, 0.29341, 38.00000, 3.47368, 1.03289, 0.10328, 0.00272, 1.29783, 51.77565, 1.36252, 0.47368
67, 0.12124, 0.23430, 30.00000, 3.76667, 0.89763, 0.05753, 0.00192, 1.16384, 41.86330, 1.39544, 0.40000
68, 0.29212, 0.52184, 34.00000, 3.02941, 1.60464, 0.09292, 0.00273, 1.53819, 46.00050, 1.35296, 0.52941
69, 0.14806, 0.27452, 65.00000, 3.84615, 1.06405, 0.15423, 0.00237, 1.32677, 86.25830, 1.32705, 0.50769
70, 0.12261, 0.23460, 131.00000, 3.46565, 0.81616, 0.24217, 0.00185, 1.19830, 173.06420, 1.32110, 0.52672
71, 0.14730, 0.27181, 38.00000, 3.78947, 1.04385, 0.09651, 0.00254, 1.37330, 48.46010, 1.27527, 0.52632
72, 0.13599, 0.27450, 137.00000, 3.81752, 1.05174, 0.26706, 0.00195, 1.24253, 175.50011, 1.28102, 0.55474
73, 0.16790, 0.30819, 66.00000, 3.72727, 1.15752, 0.13806, 0.00209, 1.41965, 84.53787, 1.28088, 0.51515
74, 0.09967, 0.19157, 39.00000, 3.64103, 0.70663, 0.09329, 0.00239, 1.04989, 52.90150, 1.35645, 0.58974
75, 0.23000, 0.41163, 79.00000, 3.27848, 1.35814, 0.14121, 0.00179, 1.57403, 108.33094, 1.37128, 0.54430
76, 0.17432, 0.31350, 82.00000, 3.56098, 1.12324, 0.13252, 0.00162, 1.45078, 105.87893, 1.29121, 0.43902
77, 0.18365, 0.33139, 72.00000, 3.61111, 1.20510, 0.17250, 0.00240, 1.46660, 91.78186, 1.27475, 0.55556
78, 0.20121, 0.37051, 21.00000, 3.38095, 1.28360, 0.04406, 0.00210, 1.46295, 29.87241, 1.42250, 0.38095
79, 0.13851, 0.25673, 55.00000, 4.00000, 1.03638, 0.10061, 0.00183, 1.28252, 74.41062, 1.35292, 0.43636
80, 0.14363, 0.26747, 29.00000, 3.75862, 1.02313, 0.06046, 0.00208, 1.31776, 36.97882, 1.27513, 0.51724
81, 0.18352, 0.33364, 58.00000, 3.29310, 1.10832, 0.12341, 0.00213, 1.47550, 78.40771, 1.35186, 0.56897
82, 0.21117, 0.38519, 168.00000, 3.07143, 1.18661, 0.30430, 0.00181, 1.47358, 220.08244, 1.31001, 0.53571
83, 0.17692, 0.32697, 155.00000, 3.41935, 1.12163, 0.25326, 0.00163, 1.43381, 209.63192, 1.35246, 0.45806
84, 0.10878, 0.20526, 68.00000, 3.85294, 0.79672, 0.15504, 0.00228, 1.16577, 90.15220, 1.32577, 0.52941
85, 0.12093, 0.22931, 288.00000, 3.53819, 0.81275, 0.43836, 0.00152, 1.20155, 372.68066, 1.29403, 0.47222
86, 0.17821, 0.32288, 23.00000, 3.52174, 1.16266, 0.04268, 0.00186, 1.45162, 32.16011, 1.39827, 0.47826
87, 0.13250, 0.24416, 211.00000, 3.79147, 0.92794, 0.31545, 0.00150, 1.29599, 276.50023, 1.31043, 0.51659
88, 0.15146, 0.28664, 21.00000, 3.95238, 1.16087, 0.03198, 0.00152, 1.33646, 28.89593, 1.37600, 0.33333
89, 0.14679, 0.28237, 76.00000, 4.03947, 1.14823, 0.14314, 0.00188, 1.30535, 101.80415, 1.33953, 0.42105
90, 0.11198, 0.21874, 300.00000, 4.22333, 0.92537, 0.39258, 0.00131, 1.17760, 382.13426, 1.27378, 0.50333
91, 0.13951, 0.26468, 98.00000, 3.88776, 1.03428, 0.19609, 0.00200, 1.31838, 124.34443, 1.26882, 0.55102
92, 0.16221, 0.30003, 388.00000, 3.24485, 0.97480, 0.54736, 0.00141, 1.37512, 520.79465, 1.34225, 0.51031
93, 0.19478, 0.35665, 20.00000, 3.35000, 1.22582, 0.04461, 0.00223, 1.48780, 27.82564, 1.39128, 0.40000
94, 0.15057, 0.27751, 400.00000, 3.65750, 1.01626, 0.54982, 0.00137, 1.38508, 531.27350, 1.32818, 0.52500
95, 0.18131, 0.32910, 278.00000, 3.41727, 1.12663, 0.42233, 0.00152, 1.48355, 366.48885, 1.31831, 0.46763
96, 0.10692, 0.21914, 56.00000, 4.26786, 0.94371, 0.13122, 0.00234, 1.13147, 68.72911, 1.22731, 0.44643
97, 0.13498, 0.27166, 63.00000, 4.15873, 1.13885, 0.14062, 0.00223, 1.23504, 79.03158, 1.25447, 0.57143
98, 0.19549, 0.35742, 27.00000, 3.59259, 1.30853, 0.04560, 0.00169, 1.41514, 35.22430, 1.30460, 0.44444
99, 0.16699, 0.30697, 136.00000, 3.55147, 1.09423, 0.25845, 0.00190, 1.44258, 182.94456, 1.34518, 0.52206
100, 0.18354, 0.33878, 59.00000, 3.06780, 1.04822, 0.08429, 0.00143, 1.40349, 78.74921, 1.33473, 0.42373
101, 0.16141, 0.29915, 67.00000, 2.89552, 0.87272, 0.11520, 0.00172, 1.26584, 93.40186, 1.39406, 0.52239
102, 0.14904, 0.28389, 216.00000, 2.61574, 0.74430, 0.35703, 0.00165, 1.11598, 291.19802, 1.34814, 0.53241
103, 0.13465, 0.25555, 29.00000, 3.62069, 0.94165, 0.08560, 0.00295, 1.27071, 38.25220, 1.31904, 0.51724
104, 0.23941, 0.43106, 111.00000, 2.66667, 1.15470, 0.21074, 0.00190, 1.50404, 151.69762, 1.36665, 0.42342
105, 0.17280, 0.31035, 23.00000, 3.39130, 1.07615, 0.05269, 0.00229, 1.36733, 31.91683, 1.38769, 0.34783
106, 0.09563, 0.18626, 64.00000, 3.76562, 0.70693, 0.11818, 0.00185, 1.05883, 81.38859, 1.27170, 0.46875
107, 0.23278, 0.41439, 22.00000, 3.00000, 1.27242, 0.05176, 0.00235, 1.57120, 30.31258, 1.37784, 0.40909
108, 0.14638, 0.26692, 33.00000, 3.57576, 0.96922, 0.08460, 0.00256, 1.30603, 43.80566, 1.32744, 0.54545
109, 0.18362, 0.33004, 234.00000, 3.44017, 1.13784, 0.40524, 0.00173, 1.48669, 314.58465, 1.34438, 0.51282
110, 0.14863, 0.28150, 133.00000, 3.04511, 0.86045, 0.18354, 0.00138, 1.23708, 177.21455, 1.33244, 0.51128
111, 0.13873, 0.25748, 24.00000, 3.54167, 0.93153, 0.04619, 0.00192, 1.26270, 32.13595, 1.33900, 0.29167
112, 0.14501, 0.28697, 46.00000, 3.69565, 1.07227, 0.08286, 0.00180, 1.22647, 62.66653, 1.36232, 0.41304
113, 0.16305, 0.29633, 51.00000, 3.72549, 1.11496, 0.10856, 0.00213, 1.38960, 69.05864, 1.35409, 0.49020
114, 0.13620, 0.25163, 48.00000, 3.60417, 0.91651, 0.10003, 0.00208, 1.24932, 60.45805, 1.25954, 0.56250
115, 0.15770, 0.29696, 92.00000, 3.93478, 1.17487, 0.18107, 0.00197, 1.37216, 118.92416, 1.29265, 0.59783
116, 0.17678, 0.32550, 143.00000, 3.00699, 0.98221, 0.20760, 0.00145, 1.36197, 189.66747, 1.32635, 0.41958
117, 0.14074, 0.26168, 86.00000, 3.91860, 1.03145, 0.18525, 0.00215, 1.33109, 116.06074, 1.34954, 0.52326
118, 0.06034, 0.16078, 71.00000, 4.66197, 0.75486, 0.12136, 0.00171, 0.74048, 93.14116, 1.31185, 0.60563
119, 0.13328, 0.25562, 181.00000, 3.95028, 1.01257, 0.30257, 0.00167, 1.30683, 240.19284, 1.32703, 0.44199
120, 0.14599, 0.27053, 26.00000, 3.57692, 0.98684, 0.07627, 0.00293, 1.27893, 35.07720, 1.34912, 0.65385
121, 0.20159, 0.36683, 74.00000, 3.60811, 1.33260, 0.16373, 0.00221, 1.51477, 96.34404, 1.30195, 0.52703
122, 0.12818, 0.24262, 61.00000, 3.98361, 0.97454, 0.08187, 0.00134, 1.28907, 78.82477, 1.29221, 0.47541
123, 0.15082, 0.28443, 54.00000, 3.85185, 1.10586, 0.11360, 0.00210, 1.35788, 67.57550, 1.25140, 0.55556
124, 0.15377, 0.28571, 24.00000, 3.50000, 1.02151, 0.06665, 0.00278, 1.37214, 30.13607, 1.25567, 0.58333
125, 0.20826, 0.37627, 182.00000, 3.43956, 1.29776, 0.28084, 0.00154, 1.50726, 234.67558, 1.28943, 0.43956
126, 0.18337, 0.33005, 45.00000, 3.53333, 1.17937, 0.07692, 0.00171, 1.48338, 62.17321, 1.38163, 0.48889
127, 0.15927, 0.35913, 23.00000, 4.13043, 1.51671, 0.05859, 0.00255, 0.88719, 31.89351, 1.38667, 0.34783
128, 0.14943, 0.27676, 184.00000, 3.66304, 1.01655, 0.32116, 0.00175, 1.38055, 240.48968, 1.30701, 0.51630
129, 0.24188, 0.43965, 30.00000, 2.60000, 1.16264, 0.05848, 0.00195, 1.48523, 41.21557, 1.37385, 0.43333
130, 0.13037, 0.24584, 353.00000, 3.98584, 0.98126, 0.48259, 0.00137, 1.29819, 476.47657, 1.34979, 0.44476
131, 0.12634, 0.24778, 30.00000, 4.13333, 1.04166, 0.05883, 0.00196, 1.24223, 38.72773, 1.29092, 0.56667
132, 0.09255, 0.17748, 22.00000, 3.77273, 0.68534, 0.04783, 0.00217, 0.98612, 27.61518, 1.25524, 0.40909
133, 0.18397, 0.33670, 26.00000, 3.19231, 1.09615, 0.05271, 0.00203, 1.45523, 35.36308, 1.36012, 0.46154
134, 0.16000, 0.28949, 25.00000, 3.64000, 1.07548, 0.06288, 0.00252, 1.35408, 34.15380, 1.36615, 0.28000
135, 0.11730, 0.22898, 55.00000, 3.38182, 0.78152, 0.09508, 0.00173, 1.10456, 73.17878, 1.33052, 0.56364
136, 0.08158, 0.16461, 35.00000, 4.34286, 0.72529, 0.08527, 0.00244, 0.98080, 44.80620, 1.28018, 0.45714
137, 0.11676, 0.25320, 47.00000, 4.31915, 1.10545, 0.11385, 0.00242, 1.09502, 64.80868, 1.37891, 0.48936
138, 0.07609, 0.15420, 51.00000, 4.27451, 0.66569, 0.10387, 0.00204, 0.94081, 62.97408, 1.23479, 0.54902
139, 0.10851, 0.20412, 24.00000, 4.00000, 0.83406, 0.04800, 0.00200, 1.17616, 31.71204, 1.32133, 0.45833
140, 0.12169, 0.23074, 21.00000, 3.42857, 0.81064, 0.04675, 0.00223, 1.16739, 29.80393, 1.41923, 0.47619
141, 0.21101, 0.38874, 107.00000, 3.42991, 1.33962, 0.19175, 0.00179, 1.48729, 148.12604, 1.38436, 0.38318
142, 0.17677, 0.32339, 33.00000, 3.63636, 1.19421, 0.06564, 0.00199, 1.47515, 44.08499, 1.33591, 0.45455
143, 0.13974, 0.25512, 20.00000, 3.90000, 1.02084, 0.04889, 0.00244, 1.30546, 28.03867, 1.40193, 0.30000
144, 0.13199, 0.25803, 206.00000, 3.67476, 0.95050, 0.35927, 0.00174, 1.27101, 266.67852, 1.29456, 0.45631
145, 0.21938, 0.39136, 316.00000, 3.33544, 1.30742, 0.41648, 0.00132, 1.57177, 422.68465, 1.33761, 0.48734
146, 0.17406, 0.32771, 29.00000, 3.62069, 1.20753, 0.05685, 0.00196, 1.40469, 38.44093, 1.32555, 0.31034
147, 0.09881, 0.19343, 20.00000, 4.20000, 0.83351, 0.03711, 0.00186, 1.10589, 27.63022, 1.38151, 0.45000
148, 0.15953, 0.31623, 65.00000, 4.00000, 1.27475, 0.13555, 0.00209, 1.31057, 82.43858, 1.26829, 0.58462
149, 0.21047, 0.38075, 36.00000, 2.88889, 1.11555, 0.06429, 0.00179, 1.47041, 50.12955, 1.39249, 0.36111
150, 0.12627, 0.26105, 32.00000, 3.84375, 1.01947, 0.07565, 0.00236, 1.11852, 43.77901, 1.36809, 0.56250
151, 0.13632, 0.25980, 307.00000, 3.99674, 1.04004, 0.44774, 0.00146, 1.31719, 394.37050, 1.28459, 0.50489
152, 0.10925, 0.22825, 106.00000, 4.32075, 0.99088, 0.17124, 0.00162, 1.11858, 144.52899, 1.36348, 0.57547
153, 0.27494, 0.49347, 23.00000, 2.95652, 1.49174, 0.07135, 0.00310, 1.53338, 29.18534, 1.26893, 0.47826
154, 0.12075, 0.22338, 51.00000, 3.96078, 0.89355, 0.10764, 0.00211, 1.23789, 64.79293, 1.27045, 0.58824
155, 0.15517, 0.31415, 22.00000, 2.63636, 0.84771, 0.04751, 0.00216, 1.05347, 31.72701, 1.44214, 0.40909
156, 0.11320, 0.21275, 37.00000, 3.72973, 0.80445, 0.06762, 0.00183, 1.17523, 44.89535, 1.21339, 0.62162
157, 0.17556, 0.32391, 51.00000, 3.78431, 1.23796, 0.10769, 0.00211, 1.43274, 69.62489, 1.36519, 0.45098
158, 0.14196, 0.26316, 173.00000, 3.80347, 1.00382, 0.29722, 0.00172, 1.35341, 229.35448, 1.32575, 0.54335
159, 0.21640, 0.38874, 107.00000, 3.42991, 1.33962, 0.17154, 0.00160, 1.55220, 147.59639, 1.37941, 0.42991
160, 0.13387, 0.25656, 120.00000, 3.91667, 1.00906, 0.20651, 0.00172, 1.31059, 157.36480, 1.31137, 0.54167
161, 0.23509, 0.43768, 58.00000, 2.55172, 1.12659, 0.13299, 0.00229, 1.43377, 74.28610, 1.28079, 0.50000
162, 0.10391, 0.20185, 42.00000, 3.59524, 0.73450, 0.09823, 0.00234, 1.08192, 55.77656, 1.32801, 0.40476
163, 0.13387, 0.25918, 23.00000, 3.30435, 0.87567, 0.06471, 0.00281, 1.21431, 29.47890, 1.28169, 0.39130
164, 0.11990, 0.23045, 63.00000, 4.12698, 0.95870, 0.12275, 0.00195, 1.19907, 86.70880, 1.37633, 0.46032
165, 0.11611, 0.21409, 30.00000, 4.00000, 0.87099, 0.07012, 0.00234, 1.19992, 38.58830, 1.28628, 0.50000
166, 0.21479, 0.39311, 20.00000, 3.55000, 1.43178, 0.04838, 0.00242, 1.47025, 27.68770, 1.38439, 0.30000
167, 0.23425, 0.42811, 69.00000, 3.37681, 1.45624, 0.08118, 0.00118, 1.49645, 81.67998, 1.18377, 0.44928
168, 0.23340, 0.41703, 69.00000, 3.33333, 1.40028, 0.14713, 0.00213, 1.57795, 95.26899, 1.38071, 0.46377
169, 0.12980, 0.24471, 37.00000, 3.97297, 0.98563, 0.07603, 0.00205, 1.18412, 46.26807, 1.25049, 0.54054
170, 0.12322, 0.23885, 22.00000, 3.77273, 0.92231, 0.04408, 0.00200, 0.96667, 31.28119, 1.42187, 0.54545
171, 0.10935, 0.21103, 28.00000, 3.46429, 0.74447, 0.05274, 0.00188, 1.07262, 38.09203, 1.36043, 0.35714
172, 0.13351, 0.27071, 27.00000, 3.18519, 0.87868, 0.03094, 0.00115, 1.12389, 34.38830, 1.27364, 0.51852
173, 0.09611, 0.19549, 43.00000, 4.20930, 0.83261, 0.07286, 0.00169, 1.06058, 60.87404, 1.41568, 0.44186
174, 0.23429, 0.43870, 177.00000, 3.58192, 1.57585, 0.24632, 0.00139, 1.41261, 239.13226, 1.35103, 0.44633
175, 0.16123, 0.29878, 38.00000, 3.73684, 1.13147, 0.09210, 0.00242, 1.42237, 47.22794, 1.24284, 0.60526
176, 0.15110, 0.27940, 63.00000, 3.69841, 1.04163, 0.12649, 0.00201, 1.39088, 86.25446, 1.36912, 0.34921
177, 0.14406, 0.27179, 115.00000, 3.61739, 0.98749, 0.24832, 0.00216, 1.34508, 152.51459, 1.32621, 0.47826
178, 0.13399, 0.25643, 273.00000, 3.68132, 0.94572, 0.48395, 0.00177, 1.29950, 361.32478, 1.32353, 0.50183
179, 0.28683, 0.51610, 42.00000, 3.04762, 1.59194, 0.05948, 0.00142, 1.48996, 56.66828, 1.34924, 0.45238
180, 0.17102, 0.32912, 63.00000, 3.93651, 1.30598, 0.11477, 0.00182, 1.35912, 82.46093, 1.30890, 0.61905
181, 0.25111, 0.56648, 435.00000, 1.49195, 0.84614, 0.32559, 0.00075, 0.93297, 543.91931, 1.25039, 0.29425
182, 0.12897, 0.23715, 28.00000, 3.85714, 0.93152, 0.07415, 0.00265, 1.19745, 35.85727, 1.28062, 0.67857
183, 0.16992, 0.31097, 53.00000, 3.18868, 1.00109, 0.10307, 0.00194, 1.39773, 71.43526, 1.34784, 0.60377
184, 0.12157, 0.22754, 251.00000, 3.66135, 0.83478, 0.37945, 0.00151, 1.22438, 328.56011, 1.30900, 0.47809
185, 0.07796, 0.17465, 48.00000, 4.04167, 0.71335, 0.10105, 0.00211, 0.91336, 59.76056, 1.24501, 0.52083
186, 0.19683, 0.35663, 92.00000, 3.41304, 1.22387, 0.14738, 0.00160, 1.52156, 122.80647, 1.33485, 0.46739
187, 0.11451, 0.22191, 56.00000, 4.07143, 0.91168, 0.10593, 0.00189, 1.21554, 71.58993, 1.27839, 0.53571
188, 0.14087, 0.25815, 112.00000, 3.76786, 0.97705, 0.22999, 0.00205, 1.34063, 144.74269, 1.29235, 0.57143
